Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,malware
VirusShare_fb72d5d17cff0679ee67cb5d159aa94b,fb72d5d17cff0679ee67cb5d159aa94b,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,554435,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
VirusShare_b035005e757a57a884ebdbcd88002099,b035005e757a57a884ebdbcd88002099,332,224,258,11,0,112640,709632,0,15735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,835584,1024,2018691408,2,33088,1048576,4096,1048576,4096,0,16,5,5.37443862687,3.83993795128,6.5272284071,162713.6,17408,620544,164164.4,17564,620472,4,90,1,0,11,4.76343874009,2.75188027096,6.30050716255,56346.6363636,118,587776,72,0,1
VirusShare_d952f552fa3e5cc0114238913e640d64,d952f552fa3e5cc0114238913e640d64,332,224,291,8,0,225280,28672,397312,622992,401408,626688,4194304.0,4096,512,4,0,0,0,4,0,655360,4096,0,2,32768,4194304,4096,1048576,4096,0,16,3,4.52230589466,0.0,7.92599437505,83456.0,0,222208,217088.0,28672,397312,13,18,2,0,23,5.18755059056,2.02321967234,7.6661006564,1486.04347826,20,9640,0,11,1
VirusShare_f3a15f5ac4ea4e13967d14989a0548bc,f3a15f5ac4ea4e13967d14989a0548bc,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,548475,2,33088,1048576,4096,1048576,4096,0,16,5,5.6663371314,4.18953861211,7.96311398057,100966.4,9728,330752,102644.2,9418,339748,3,90,0,0,6,3.77675976631,2.45849222582,5.31755235629,2740.16666667,48,9640,72,15,1
wshrm.dll,442b2f2dc0a47b6fc586385765e4ff23,332,224,8462,7,10,7168,3584,0,4521,4096,12288,1490157568.0,4096,512,5,1,5,1,4,10,24576,1024,68084,3,0,262144,4096,1048576,4096,0,16,4,3.05143113757,0.631458009309,6.33063966166,2688.0,512,7168,2429.25,264,7109,4,27,2,16,1,3.57728521879,3.57728521879,3.57728521879,936.0,936,936,72,16,0
VirusShare_93dc7d45c0280055ef73055023f8fd4e,93dc7d45c0280055ef73055023f8fd4e,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,543345,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
VirusShare_779e0766535679661f49aab0d43a2814,779e0766535679661f49aab0d43a2814,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018161488,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
api-ms-win-core-memory-l1-1-0.dll,8c4925be184076dcf44ee6d4a2560d76,34404,240,8226,9,0,1024,1536,0,4204,4096,0,8792561418240.0,4096,512,6,1,6,1,6,1,16384,1024,19096,3,320,262144,4096,1048576,4096,0,16,3,2.3095923919,0.0203931352361,3.54929371939,853.333333333,512,1024,548.333333333,26,1008,0,0,0,16,1,3.55130036454,3.55130036454,3.55130036454,908.0,908,908,0,16,0
pkeyconfig.companion.dll,16e00615ca93e43527c9263f9df94cd7,332,224,8450,10,10,4096,3072,0,5454,4096,8192,268435456.0,4096,512,6,1,0,0,6,1,20480,1024,78322,3,320,1048576,4096,1048576,4096,0,16,4,3.22903055525,0.147365075305,5.70916534502,1664.0,512,4096,1546.0,292,3820,2,33,0,1,1,3.40646903615,3.40646903615,3.40646903615,1128.0,1128,1128,72,17,0
urlmon.dll,968aa416bcbf991c891340258a9741b2,34404,240,8226,10,0,744448,601088,0,4468,4096,0,440401920.0,4096,512,6,1,6,1,6,0,1363968,1024,1379830,2,320,262144,4096,1048576,4096,0,16,7,5.04136484253,0.638345943717,6.3877938234,192073.142857,6144,734720,191877.142857,5944,734279,10,588,112,229,116,4.12454251435,1.74112476292,7.88319806719,2938.96551724,20,59908,0,17,0
VirusShare_f347c02fab1d36de28298f0075e31add,f347c02fab1d36de28298f0075e31add,332,224,258,11,0,193024,132608,0,109585,4096,200704,4194304.0,4096,512,5,1,0,0,5,1,339968,1024,345524,2,33088,1048576,4096,1048576,4096,0,16,5,4.39407661434,2.33490043133,6.42107090113,63385.6,14336,193024,64883.0,22872,192991,3,110,0,0,11,3.81687162377,2.30357829543,5.23143173123,2346.27272727,132,9640,72,0,1
VirusShare_83076fb7627da37a3be34aab2725a413,83076fb7627da37a3be34aab2725a413,332,224,259,11,0,1040896,760320,0,337293,4096,1064960,4194304.0,4096,512,5,1,0,0,5,1,1875968,1536,1866832,2,32768,1048576,4096,1048576,4096,0,16,26,3.57099194509,0.0,7.49802322533,69277.5384615,512,489984,69367.4615385,4,489680,16,346,11,0,24,4.67756709393,1.7987949407,7.99343851336,20341.625,16,281798,72,16,1
VirusShare_ea06509a94c09520445fdb2a96d3d553,ea06509a94c09520445fdb2a96d3d553,332,224,33166,2,25,47616,21504,0,49600,4096,53248,4194304.0,4096,512,4,0,6,0,4,0,98304,1024,2884957,2,32768,1048576,16384,1048576,4096,0,16,8,3.23197283796,0.0,6.45490796561,8640.0,0,47616,8993.125,8,47336,11,114,0,0,16,3.46920865582,1.17487463252,5.15619635787,647.125,16,2216,0,15,1
VirusShare_d6b0b984b21269c8db42790c2821a3fd,d6b0b984b21269c8db42790c2821a3fd,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,567830,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
ieinstal.exe,43ce0c99dbc0f96db2b7259b0be0930e,332,224,258,11,0,44032,424960,0,46032,4096,49152,4194304.0,4096,512,6,3,6,3,6,1,483328,1024,492074,2,49216,262144,8192,1048576,4096,0,16,5,4.76167951646,0.299050910335,6.4684548606,93593.6,512,414208,93526.4,1224,413896,11,192,8,0,37,4.68468873871,2.63775448506,7.97580678031,11133.1621622,208,67624,92,16,0
KBDUS.DLL,4f2595a7f283a8dcc86007fb24b77ab9,332,224,8450,9,0,0,5120,0,0,4096,4096,1610481664.0,4096,512,6,1,6,1,6,1,16384,1024,49183,1,1344,262144,4096,1048576,4096,0,16,3,3.14283571993,2.40828353124,3.57261595897,1706.66666667,512,3584,1529.0,192,3371,0,0,0,1,1,3.58373471265,3.58373471265,3.58373471265,928.0,928,928,0,16,0
VirusShare_5ca5386c8df2d2f25e92cc08a24ffafa,5ca5386c8df2d2f25e92cc08a24ffafa,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,561056,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
mshtml.dll,e7bd23bec69cf23436eede9b18de186d,34404,240,8226,10,0,12836352,4958208,0,4283920,4096,0,1666711552.0,4096,512,6,1,6,1,6,0,17805312,1024,17829513,2,320,262144,4096,1048576,4096,0,16,6,5.1943093642,2.58696890998,6.62301435568,2964224.0,120832,12836352,2965531.83333,129648,12836275,13,1008,130,24,206,3.32445409278,0.496861536181,7.98172612308,2311.67475728,20,67222,0,17,0
VirusShare_b28e5b54ae91ce61a61140c0dd54b5a5,b28e5b54ae91ce61a61140c0dd54b5a5,332,224,258,8,0,7680,312320,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,355437,2,34112,1048576,4096,1048576,4096,0,16,7,4.90309354026,0.0,7.99768852404,45714.2857143,0,178176,45713.8571429,348,178176,3,41,0,0,7,3.2318339633,2.11194202413,5.15540854179,1363.85714286,62,3752,0,23,1
api-ms-win-core-synch-l1-1-0.dll,66ffa9aa78e424f74a0112d15feea447,332,224,8450,9,0,1536,1536,0,4274,4096,8192,104857600.0,4096,512,6,1,6,1,6,1,16384,1024,17108,3,1344,262144,4096,1048576,4096,0,16,3,2.84637577006,0.0203931352361,5.14759841413,1024.0,512,1536,838.666666667,26,1482,0,0,0,42,1,3.56488464902,3.56488464902,3.56488464902,908.0,908,908,0,16,0
NL7MODELS000C.dll,b8a7548c8a82011a2e4295dd58839017,332,224,8450,9,0,0,5684736,0,0,4096,4096,1145831424.0,4096,512,5,1,0,0,5,1,5689344,512,5743334,3,1088,1048576,4096,1048576,4096,0,16,1,7.56496144415,7.56496144415,7.56496144415,5684736.0,5684736,5684736,5684552.0,5684552,5684552,0,0,0,0,6,4.94834859098,1.42511855036,7.70528610021,947318.833333,44,4484332,0,19,0
VirusShare_055a52218a214d0fb9e3d13521869206,055a52218a214d0fb9e3d13521869206,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,566977,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
hhsetup.dll,7279e44fb67d3c619c1e1eb6c8e0e9fb,332,224,8450,9,0,38912,4608,0,33170,4096,45056,1077673984.0,4096,512,6,1,6,1,6,1,57344,1024,79175,2,320,262144,4096,1048576,4096,0,16,4,3.84465950848,0.458432911404,6.53125146625,10496.0,512,38912,10750.5,960,38822,6,73,0,145,1,3.57458563605,3.57458563605,3.57458563605,860.0,860,860,72,16,0
VirusShare_938a28834a9a787a0440a09c815b7eac,938a28834a9a787a0440a09c815b7eac,332,224,783,2,56,29184,14848,110592,14764,4096,36864,4194304.0,4096,512,4,0,6,0,4,0,221184,1024,0,2,32768,2097152,4096,1048576,4096,0,16,7,3.34528001443,0.0,6.30323831549,8118.85714286,0,29184,28755.4285714,140,110088,8,155,0,0,8,4.0912689525,2.45849222582,5.86996923095,2088.75,48,9640,0,0,1
PresentationHostDLL.dll,ffe6d33ff37fa6e3c571b4506305256d,332,224,8450,8,0,112640,12800,0,35432,4096,118784,1413218304.0,4096,512,5,0,9,0,5,0,135168,1024,147614,3,320,1048576,4096,1048576,4096,0,16,4,4.49426238957,1.05911561675,6.44124804031,30848.0,1024,112640,31046.25,1968,112405,14,287,14,23,3,3.76082557135,2.71877377731,5.0295528855,575.333333333,208,1084,72,18,0
VirusShare_dcae1d5a8b22c22a2f84c6b03ccaef3f,dcae1d5a8b22c22a2f84c6b03ccaef3f,332,224,258,11,0,108032,367104,0,19657,4096,114688,4194304.0,4096,512,5,1,0,0,5,1,487424,1024,2018343056,2,33088,1048576,4096,1048576,4096,0,16,5,5.32424744642,3.95198543706,6.54422117132,93286.4,6656,286208,94843.4,15284,286136,4,87,1,0,7,5.11655097223,2.61517131025,6.30967892014,40810.0,62,270848,72,0,1
VirusShare_469af10bf0a7906ba9f1e764e9846e79,469af10bf0a7906ba9f1e764e9846e79,332,224,3343,7,10,31232,9216,0,22898,8192,40960,16777216.0,8192,512,5,2,5,2,4,0,131072,1024,10800645,2,33792,262144,8192,1048576,4096,0,16,3,5.03223772854,0.513490518592,7.99963523263,3578709.33333,512,10704384,36312.0,8212,69844,7,107,1,0,14,2.94931851398,1.5,4.85461299691,535.214285714,4,1576,0,16,1
dxgi.dll,d4f264fe23f8953d840904418220c15e,332,224,8450,10,10,203264,95744,0,185330,4096,208896,268435456.0,4096,512,6,2,6,2,6,1,311296,1024,294845,3,320,262144,4096,1048576,4096,0,16,5,4.73518593398,2.62669365514,6.43935196683,58470.4,3584,203264,59623.2,6036,202960,8,219,5,50,3,3.56797402357,3.29000925683,3.85368956197,21635.3333333,940,54214,72,16,0
VirusShare_a6c404c634eeb511ef676f89465a5842,a6c404c634eeb511ef676f89465a5842,332,224,33167,2,25,37888,13824,0,40000,4096,45056,4194304.0,4096,512,1,0,0,0,4,0,81920,1024,635041,2,0,1048576,16384,1048576,4096,0,16,8,2.34828876642,0.0,6.67488280675,6464.0,0,37888,7046.5,8,37732,8,96,0,0,13,3.50995904476,2.64576300669,5.08452412901,684.615384615,44,2216,0,0,1
jsproxy.dll,e8c87a518b8d0cbdcf2c2e94442c1cdd,332,224,8450,8,0,20480,4096,0,4650,4096,24576,1119354880.0,4096,512,6,0,6,0,4,10,36864,1024,32029,2,320,262144,4096,1048576,4096,0,16,4,3.92430869754,0.509855073273,6.38887259321,6144.0,1024,20480,5837.0,960,20304,4,47,1,5,1,3.56624445296,3.56624445296,3.56624445296,936.0,936,936,72,16,0
CNBLH4_2.DLL,f673d286703294b137f91fcf93373a97,332,224,8450,9,0,4608,4096,0,5634,4096,12288,268435456.0,4096,512,6,1,6,1,5,1,24576,1024,61743,3,320,262144,4096,1048576,4096,0,16,4,4.29776321521,2.16623765035,5.94850352846,1920.0,1024,4608,1959.25,932,4289,3,19,0,1,1,3.5291527038,3.5291527038,3.5291527038,888.0,888,888,72,16,0
VirusShare_04e691a295cbc1b441ca72c451fcd844,04e691a295cbc1b441ca72c451fcd844,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,531774,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
msadco.dll,c1cf7be83f58fa84dd65f8d86169e762,332,224,8450,9,0,167936,36864,0,142111,4096,172032,190578688.0,4096,4096,6,1,6,1,6,1,208896,4096,244688,2,320,262144,4096,1048576,4096,0,16,5,3.90379803663,0.762262989513,6.27509787994,40960.0,4096,167936,39309.4,1728,167491,8,171,22,4,2,4.08624726817,3.49168916744,4.6808053689,4496.0,976,8016,72,17,0
ssrdown.dll,2c262760513995e83c8beb23d68a3996,34404,240,8226,8,0,19456,4608,0,13920,4096,0,1295122432.0,4096,512,6,1,6,1,5,2,45056,1024,53951,2,320,262144,4096,1048576,4096,0,16,5,3.32392458287,0.86497174367,5.78144808124,4812.8,512,19456,5344.4,202,19028,7,81,4,4,3,4.62319339523,3.52278189386,5.25647897693,636.0,343,1184,0,20,0
VirusShare_05975184165f3b43cd574ddfb5929f16,05975184165f3b43cd574ddfb5929f16,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,555678,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
adtschema.dll,7a8bb22df17a0c878d5e7b6538b9b78a,332,224,8450,9,0,0,690176,0,0,4096,4096,4194304.0,4096,512,6,1,6,1,6,1,696320,512,738814,3,1344,262144,4096,1048576,4096,0,16,1,3.79540825921,3.79540825921,3.79540825921,690176.0,690176,690176,689848.0,689848,689848,0,0,0,0,4,3.39489527057,2.81117252626,3.7764352475,172371.5,232,440706,0,16,0
VirusShare_88b89ee2ba27a50ae3447ab79c912fc9,88b89ee2ba27a50ae3447ab79c912fc9,332,224,258,11,0,110080,387072,0,16127,4096,114688,4194304.0,4096,512,5,1,0,0,5,1,507904,1024,2018366288,2,33088,1048576,4096,1048576,4096,0,16,5,5.3732741715,4.00857257915,6.52289215431,97689.6,7680,310784,99188.4,16340,310480,4,88,1,0,10,3.91566868406,0.960065828297,6.48352929388,30987.1,104,295424,72,0,1
wmpshare.exe,733f15a545dcb45295eeb1e409f2d63a,34404,240,34,9,0,5120,98304,0,5604,4096,0,4294967296.0,4096,512,6,1,6,1,6,1,122880,1024,105662,2,33088,524288,8192,1048576,4096,0,16,5,2.97727710282,0.327841998326,6.45095815802,20377.6,512,95232,20412.8,156,94736,2,38,0,0,19,4.44793817782,2.82243666002,7.97829817151,4929.78947368,230,36799,0,16,0
VirusShare_a26135f2fb1b192044f839bb67da874d,a26135f2fb1b192044f839bb67da874d,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018159768,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
VirusShare_b77b26bdc56d102573f3fb73162773ec,b77b26bdc56d102573f3fb73162773ec,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,342683,2,34112,1048576,4096,1048576,4096,0,16,7,4.91617962768,0.0,7.99865895236,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.67850093206,2.17874771554,5.15540854179,1314.16666667,48,3752,0,23,1
nisprop.dll,dafba379d3e8980e6b311ca1499ab6cd,34404,240,8226,9,0,63488,7168,0,60428,4096,0,8792468094976.0,4096,512,6,1,6,1,6,1,86016,1024,112909,3,320,262144,4096,1048576,4096,0,16,5,3.07450093428,1.14193957852,6.08506377694,13619.2,512,63488,13786.4,256,63028,7,114,22,4,2,3.12194480732,2.67824506111,3.56564455353,604.0,208,1000,0,16,0
WindowsServer2003-KB943295-x86-CSY.exe,143e82463766dbc4ca9e2bb43dfe5984,332,224,3343,7,10,34304,7168,0,25599,8192,49152,16777216.0,8192,512,5,2,5,2,4,0,131072,1024,570709,2,32768,262144,8192,1048576,4096,0,16,3,4.9990526245,0.498822989286,7.98933176837,182101.333333,512,511488,37036.6666667,6640,70648,7,123,1,0,8,3.08189508217,2.78815532438,3.48629457399,782.5,224,1836,72,26,0
VirusShare_e3b1201d7c9da8853a08abf04373cd48,e3b1201d7c9da8853a08abf04373cd48,332,224,259,11,0,131584,74752,0,88699,4096,139264,4194304.0,4096,512,5,1,0,0,5,1,217088,1024,251179,2,33024,1048576,4096,1048576,4096,0,16,4,4.46044020117,2.32662421121,6.58810589576,48768.0,7168,131584,51411.0,6810,131508,4,109,2,0,6,3.63198116481,2.71930208419,5.2981557402,1068.33333333,48,3752,72,16,1
VirusShare_107dd51f0efecbec1d38b7863d1da3be,107dd51f0efecbec1d38b7863d1da3be,332,224,783,2,56,49152,12288,102400,151216,106496,155648,4194304.0,4096,512,4,0,1,0,4,0,167936,4096,0,2,0,2097152,4096,1048576,4096,0,16,3,4.55621741218,0.0,7.88140832856,18261.3333333,0,45568,54613.3333333,12288,102400,2,7,0,0,5,4.86048283477,2.50015889248,6.08222391354,1701.4,48,4264,0,0,1
VirusShare_f44ff4fd73c128a2b6b3cd26f1004656,f44ff4fd73c128a2b6b3cd26f1004656,332,224,258,8,0,7680,308224,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,342679,2,34112,1048576,4096,1048576,4096,0,16,7,4.91670054965,0.0,7.99876324771,45129.1428571,0,175616,45103.5714286,348,175616,3,41,0,0,6,3.66461696229,2.11389386307,5.15540854179,1314.16666667,48,3752,0,23,1
VirusShare_d7646cc1cccf2d94a09a8e7c309f9925,d7646cc1cccf2d94a09a8e7c309f9925,332,224,258,10,0,118784,382464,0,59930,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,529562,2,33088,1048576,4096,1048576,4096,0,16,5,5.65902241338,4.1786401566,7.96340474214,100249.6,9216,334848,101590.6,9374,334360,7,115,0,0,16,6.34249636714,2.45849222582,7.99307000943,20840.0,48,40724,72,14,1
VirusShare_f5b9011a29aa3ed07352863a0e152577,f5b9011a29aa3ed07352863a0e152577,332,224,258,10,0,117760,392192,0,58906,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,529781,2,33088,1048576,4096,1048576,4096,0,16,5,5.5972663736,3.85813977692,7.96334517707,100352.0,9728,330752,101706.2,9334,338628,3,90,0,0,5,3.42584876134,2.45849222582,4.03553849983,3146.4,48,9640,72,15,1
VirusShare_80251d3ffebe359913a86af37ed8cf59,80251d3ffebe359913a86af37ed8cf59,332,224,783,2,56,29184,14848,110592,14764,4096,36864,4194304.0,4096,512,4,0,6,0,4,0,221184,1024,0,2,32768,2097152,4096,1048576,4096,0,16,7,3.34528001443,0.0,6.30323831549,8118.85714286,0,29184,28755.4285714,140,110088,8,155,0,0,8,4.0912689525,2.45849222582,5.86996923095,2088.75,48,9640,0,0,1
VirusShare_ceb5d5e51b2d96de2aea6b63d5717d26,ceb5d5e51b2d96de2aea6b63d5717d26,332,224,271,5,0,81920,97792,0,4096,4096,86016,4194304.0,4096,512,4,0,0,0,4,0,221184,1024,0,2,0,1048576,8192,1048576,4096,0,16,4,5.70714622984,4.78952060803,6.62358876769,44544.0,2560,90624,53368.0,8192,90592,8,149,1,0,15,4.27294621299,1.83320621935,6.50685265605,5967.93333333,16,84602,0,0,1
VirusShare_956f3dae35e680c9d259bd6342451536,956f3dae35e680c9d259bd6342451536,332,224,258,10,0,118784,382464,0,59930,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,548968,2,33088,1048576,4096,1048576,4096,0,16,5,5.65902241338,4.1786401566,7.96340474214,100249.6,9216,334848,101590.6,9374,334360,7,115,0,0,16,6.34249636714,2.45849222582,7.99307000943,20840.0,48,40724,72,14,1
esscli.dll,d3e1b87640179e83a919191170cf1abf,332,224,8450,9,0,246272,18944,0,58388,4096,249856,1837236224.0,4096,512,6,1,6,1,5,1,278528,1024,304719,3,320,262144,4096,1048576,4096,0,16,4,4.6334575907,1.98702603281,6.72268422681,66304.0,1024,246272,66136.75,984,245863,7,213,0,167,1,3.51162168305,3.51162168305,3.51162168305,884.0,884,884,72,16,0
nlsbres.dll,d35f4dff5d7b3d6503cf9888b833c801,332,224,8450,9,0,0,68608,0,0,4096,4096,4194304.0,4096,512,6,1,6,1,5,0,73728,512,127082,2,1344,262144,4096,1048576,4096,0,16,1,3.45764938058,3.45764938058,3.45764938058,68608.0,68608,68608,68104.0,68104,68104,0,0,0,0,149,2.82894932477,1.77639653589,3.55415520236,405.610738255,66,2046,0,16,0
ActionCenterCPL.dll,7d067c851fd270e7c3495788ad487cde,34404,240,8226,9,0,101888,449024,0,87092,4096,0,8793454804992.0,4096,512,6,1,6,1,6,1,557056,1024,562852,2,320,262144,4096,1048576,4096,0,16,5,4.49840947806,1.7076679304,6.62226493026,109772.8,2048,438272,109900.4,2748,438152,12,256,25,4,76,4.32358687945,0.408222043119,7.98947427878,5712.71052632,48,103399,0,16,0
VirusShare_a1e6c88e1446c1c755da4ffef9d4e2a6,a1e6c88e1446c1c755da4ffef9d4e2a6,332,224,259,11,0,105472,66048,0,67979,4096,110592,4194304.0,4096,512,5,1,0,0,5,1,180224,1024,210816,2,33024,1048576,4096,1048576,4096,0,16,4,4.42486273918,2.3178639882,6.6167814857,40320.0,6144,105472,42712.25,6022,105153,4,106,2,0,5,3.69191418079,2.71930208419,5.2981557402,1138.8,48,3752,72,0,1
VirusShare_79b69920f19020376673a858d713b6ff,79b69920f19020376673a858d713b6ff,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018160920,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
VirusShare_a4d063160b8c0c38c2a2a72c30cf3a9f,a4d063160b8c0c38c2a2a72c30cf3a9f,332,224,258,10,0,118272,380416,0,59610,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,516096,1024,561307,2,33088,1048576,4096,1048576,4096,0,16,5,5.65942634034,4.21793765714,7.97742341552,99737.6,9728,331264,101043.0,9304,330808,6,107,0,0,22,6.82540564069,2.61702640237,7.99048736758,14981.9090909,48,22648,72,14,1
VirusShare_c2034ef750bcd696e02789684524786c,c2034ef750bcd696e02789684524786c,332,224,271,6,0,23552,119808,1024,12860,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,245760,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,4.09588486152,0.0,6.41769823686,13414.4,0,37888,46662.8,4496,110488,8,155,1,0,11,3.84671668813,2.67385191507,5.28689820601,3380.0,76,16936,0,15,1
VirusShare_ca5763ba4a74484876a01d94da825e38,ca5763ba4a74484876a01d94da825e38,332,224,8450,10,0,0,2048,0,0,4096,4096,1022361600.0,4096,512,5,1,0,0,5,1,12288,1024,46152,3,1344,1048576,4096,1048576,4096,0,16,2,2.98313264382,1.34397254469,4.62229274295,1024.0,512,1536,802.0,96,1508,0,0,0,0,3,4.13756790474,3.6684191369,4.79597360227,432.0,346,478,0,0,1
VirusShare_960b6e2be70c1e82807e5dfd5404b8e9,960b6e2be70c1e82807e5dfd5404b8e9,332,224,259,11,0,103936,67072,0,58651,4096,110592,4194304.0,4096,512,5,1,0,0,5,1,180224,1024,219187,2,33024,1048576,4096,1048576,4096,0,16,4,4.38866547113,2.27871894405,6.62951592657,40192.0,7168,103936,42565.0,6762,103832,4,106,2,0,6,3.62590125285,2.71930208419,5.2981557402,1060.33333333,48,3752,72,16,1
Microsoft.SqlServer.Configuration.InstallWizard.dll,4c47a7d59b699bdd12a59d53dd7e229f,332,224,8450,8,0,1478656,8192,0,1485550,8192,1490944,4194304.0,8192,4096,4,0,0,0,4,0,1507328,4096,1548649,3,34112,1048576,4096,1048576,4096,0,16,3,2.33636427309,0.0164084645156,5.61146387855,495616.0,4096,1478656,492906.666667,12,1477364,1,1,0,0,1,3.46800354539,3.46800354539,3.46800354539,1252.0,1252,1252,0,18,0
Microsoft.Windows.Diagnosis.TroubleshootingPack.ni.dll,faa21a78f375c226e3a9e9253f07cb30,34404,240,8226,8,0,0,0,0,0,0,0,6880803422208.0,4096,512,5,2,0,0,5,2,139264,1024,0,3,33088,0,0,0,0,0,16,6,3.21418371446,0.790706763805,6.37147724051,20224.0,512,81920,19894.5,47,81684,0,0,0,0,1,3.50650408878,3.50650408878,3.50650408878,1080.0,1080,1080,0,17,0
